#genome	total_length	unique_name
G000152725	4440509	Pseudooceanicola batsensis
G000152805	4536233	Maritimibacter alkaliphilus
G000152825	2902643	Parvularcula bermudensis
G000152885	2770552	Idiomarina baltica
G000152985	4244565	Leeuwenhoekiella blandensis
G000153105	6663891	Blastopirellula marina
G000153125	4351117	Congregibacter litoralis
G000153145	2772187	marine actinobacterium PHSC20C1
G000153185	4526941	Reinekea blandensis
G000153205	3623841	Nitrococcus mobilis
G000153225	2763478	Polaribacter irgensii
G000153305	4053299	Oceanicola granulosus
G000153345	3924855	Neptuniibacter caesariensis
G000153465	4327234	Aurantimonas manganoxydans
G000153485	4321832	Psychroflexus torquis
G000153565	3552736	Bermanella marisrubri
G000153705	3806298	Fulvimarina pelagi
G000153725	5483083	Salipiger bermudensis
G000153765	2992790	Mariprofundus ferrooxydans
G000153885	2871315	Eubacterium ventriosum
G000153905	3626568	Blautia obeum
G000153925	2742506	[Ruminococcus] torques
G000154065	2916133	Dorea longicatena
G000154225	2393978	Schaalia odontolytica
G000154285	2191413	Absiella dolichum
G000154305	3607436	Anaerostipes caccae
G000154345	3270609	[Clostridium] leptum
G000154425	3103427	Coprococcus eutactus
G000154445	2972596	Intestinibacter bartlettii
G000154465	2550898	Alistipes putredinis
G000154485	3235415	Erysipelatoclostridium ramosum
G000154525	4010149	Bacteroides stercoris
G000154565	3720228	Anaerotruncus colihominis
G000154705	4468465	Hoeflea phototrophica
G000154725	5033129	Kordia algicida
G000154765	4227194	Phaeobacter inhibens
G000154785	4745510	Roseobacter litoralis
G000154805	2508105	[Clostridium] spiroforme
G000154825	2284783	Anaerofustis stercorihominis
G000154845	4301897	Bacteroides coprocola
G000154965	9313494	Streptomyces sviceus
G000155205	2732155	[Ruminococcus] lactaris
G000155495	1952527	Helicobacter pullorum
G000155555	8680161	Coleofasciculus chthonoplastes
G000155675	4875501	Octadecabacter antarcticus
G000155735	5478289	Octadecabacter arcticus
G000155815	4198015	Bacteroides eggerthii
G000155855	3028486	[Bacteroides] pectinophilus
G000155875	3242455	Coprococcus comes
G000155955	2577156	Mitsuokella multacida
G000156015	2496639	Butyrivibrio crossotus
G000156175	1809537	Collinsella intestinalis
G000156215	2476109	Collinsella stercoris
G000156355	3048152	Methylophaga thiooxydans
G000156435	8511959	Streptomyces viridosporus
G000156495	4789197	Parabacteroides johnsonii
G000156515	3892299	[Clostridium] hylemonae
G000156535	4413395	Roseburia intestinalis
G000156575	2211675	Anaerococcus lactolyticus
G000156615	2601586	Corynebacterium pseudogenitalium
G000156655	2518623	Holdemanella biformis
G000156675	3058861	Blautia hansenii
G000156695	7851943	Streptomyces filamentosus
G000157355	3427276	Enterococcus casseliflavus
G000157895	6577248	Mycobacterium kansasii
G000157915	4042944	Bacteroides coprophilus
G000157935	3512993	Prevotella copri
G000157955	3245671	Subdoligranulum variabile
G000157975	3627583	Blautia hydrogenotrophica
G000157995	3933603	Holdemania filiformis
G000158075	6419152	Enterocloster asparagiformis
G000158095	5462970	Labrenzia alexandrii
G000158175	3261541	Luminiphilus syltensis
G000158215	2546412	Fusobacterium periodonticum
G000158315	3487644	Fusobacterium ulcerans
G000158455	1690616	Helicobacter winghamensis
G000158615	2171465	Eikenella corrodens
G000158655	3478743	[Clostridium] methylpentosum
G000158915	11030050	Streptomyces himastatinicus
G000158955	8653262	Streptomyces viridochromogenes
G000158975	8047042	Streptomyces griseoflavus
G000159015	1724523	Gleimia coleocanis
G000159035	2704132	Actinomyces urogenitalis
G000159095	2147327	Anaerococcus tetradius
G000159115	2437926	Corynebacterium accolens
G000159235	1430626	Atopobium vaginae
G000159415	2249346	Lactobacillus ultunensis
G000159635	2387304	Corynebacterium lipophiloflavum
G000159995	2585819	Alloprevotella tannerae
G000160035	3479344	Catonella morbi
G000160055	1895960	Dialister invisus
G000160075	2043499	Abiotrophia defectiva
G000160095	7178144	Hungatella hathewayi
G000160115	2169557	Shuttleworthia satelles
G000160435	2406755	Kingella oralis
G000160455	2124065	Acetomicrobium hydrogeniformans
G000160535	3274250	Prevotella bergensis
G000160555	2055393	Selenomonas noxia
G000160575	1980463	Weissella paramesenteroides
G000160615	2435446	Mobiluncus mulieris
G000160635	2707794	Oribacterium sinus
G000160675	1947346	Granulicatella adiacens
G000160695	2166223	Selenomonas flueggei
G000160735	2100472	Rickettsia endosymbiont of Ixodes scapularis
G000160775	3079840	Aeromicrobium marinum
G000160835	2303276	Lactobacillus antri
G000160875	1277869	Lactobacillus iners
G000161455	5782514	Bacillus pseudomycoides
G000161775	3523730	Ruegeria lacuscaerulensis
G000161935	1726049	Lactobacillus coleohominis
G000161975	1084901	[Eubacterium] saphenum
G000162015	3090729	Faecalibacterium prausnitzii
G000162475	1743361	Granulicatella elegans
G000162575	1623845	Helicobacter canadensis
G000162755	4153753	Legionella drancourtii
G000162875	2096309	Slackia exigua
G000163295	1891867	Anaerococcus vaginalis
G000163895	1931012	Filifactor alocis
G000164015	6016828	Pseudomonas savastanoi
G000164135	6566631	Mycobacterium parascrofulaceum
G000164395	3636659	Komagataeibacter hansenii
G000164635	5110917	Roseomonas cervicalis
G000164675	2153652	Streptococcus parasanguinis
G000164695	2506025	Rothia dentocariosa
G000164865	4814049	[Enterobacter] lignolyticus
G000164885	3288444	Ketogulonicigenium vulgare
G000164985	6238530	Paenibacillus polymyxa
G000165125	4413036	Vibrio caribbeanicus
G000165345	9102464	Cryptosporidium parvum
G000165365	8347766	Theileria parva
G000165395	8179966	Babesia bovis
G000165425	72108463	Paramecium tetraurelia
G000165465	2309262	Halanaerobium praevalens
G000165485	10260756	Stigmatella aurantiaca
G000165505	3132354	Ilyobacter polytropus
G000165675	1639551	Leuconostoc fallax
G000165715	6006602	Rubinisphaera brasiliensis
G000165735	1766268	Megasphaera micronuciformis
G000165795	2630170	Aminomonas paucivorans
G000166055	4014469	Rhodomicrobium vannielii
G000166095	1243342	Methanothermus fervidus
G000166135	8815781	Frankia inefficax
G000166195	8408322	Mucilaginibacter paludis
G000166275	4787724	Algoriphagus machipongonensis
G000166335	2428903	Caldicellulosiruptor owensensis
G000166355	2770676	Caldicellulosiruptor hydrothermalis
G000166395	4059653	Leadbetterella byssophila
G000166415	2613117	Halanaerobium hydrogeniformans
G000166695	2802463	Caldicellulosiruptor kristjanssonii
G000166775	2843785	Caldicellulosiruptor kronotskyensis
G000166935	1250021	Rickettsia sibirica
G000167195	6244596	Crocosphaera watsonii
G000167355	3829328	Desulfuromonas acetoxidans
G000167675	33397233	Trichoderma reesei
G000167975	4351853	Yersinia bercovieri
G000167995	4553021	Yersinia mollaretii
G000168295	1581259	Rickettsiella grylli
G000168715	2539877	Chlorobium ferrooxidans
G000169035	2440349	Collinsella aerofaciens
G000169155	2890734	Thermosinus carboxydivorans
G000169175	9773906	Microscilla marina
G000169235	3186331	Dorea formicigenerans
G000169255	4242356	Pseudoflavonifractor capillosus
G000169335	5883772	Crocosphaera chwakensis
G000169415	5263653	Sagittula stellata
G000170735	1664298	Caminibacter mediatlanticus
G000170755	6024780	Lentisphaera araneosa
G000170835	4415063	Marinobacter algicola
G000170895	10592366	Plesiocystis pacifica
G000170995	39024506	Trichoderma virens
G000171015	36144224	Trichoderma atroviride
G000171235	5675977	Geminisphaera colitermitum
G000171615	3384091	Bacillus coahuilensis
G000172095	4107604	Sulfitobacter indolifex
G000172155	8220857	Verrucomicrobium spinosum
G000172555	7416242	Pedosphaera parvula
G000172635	4653851	Alteromonas macleodii
G000172975	2576399	Dethiosulfovibrio peptidovorans
G000172995	3944567	Halogeometricum borinquense
G000173075	7849920	Chthoniobacter flavus
G000173355	1890386	Anaerococcus hydrogenalis
G000173615	1539011	Sulfurihydrogenibium yellowstonense
G000173655	2514852	Corynebacterium amycolatum
G000173795	2680793	Catenibacterium mitsuokai
G000173815	4550100	Marvinbryantia formatexigens
G000173975	3294476	Anaerobutyricum hallii
G000174015	1626451	Atopobium rimae
G000174175	2514867	Campylobacter rectus
G000174195	4052022	Roseburia inulinivorans
G000174355	4229167	Pseudogulbenkiania ferrooxidans
G000174415	3117406	Dethiobacter alkaliphilus
G000174435	4107474	Desulfonatronospira thiodismutans
G000174815	2065228	Porphyromonas endodontalis
G000175195	2429184	Actinobacillus minor
G000175215	4308836	Asticcacaulis excentricus
G000175255	2143581	Zymomonas mobilis
G000175295	2344824	Thermoanaerobacter brockii
G000175575	2987105	Acidithiobacillus caldus
G000175635	2372981	Corynebacterium tuberculostearicum
G000175795	4915887	Ruminiclostridium papyrosolvens
G000175835	3880870	Cylindrospermopsis raciborskii
G000175855	3187431	Raphidiopsis brookii
G000176035	6884444	Mesorhizobium opportunistum
G000176155	3815301	Vibrio metschnikovii
G000176235	4698324	Vibrio orientalis
G000176355	3274674	Citromicrobium bathyomarinum
G000176855	5482170	Acidovorax avenae
G000176915	3629109	Pseudodesulfovibrio aespoeensis
G000177075	3036301	Prevotella buccalis
G000177215	4221710	Desulfovibrio carbinoliphilus
G000177235	4681672	Bacillus cellulosilyticus
G000177335	2564794	Pyramidobacter piscolens
G000177375	1419883	Bulleidia extructa
G000177535	2601311	Corynebacterium resistens
G000177555	1726857	Megasphaera genomosp. type_1
G000177635	2928377	Desulfurispirillum indicum
G000178115	3008576	Ethanoligenens harbinense
G000178255	2955891	Turicibacter sanguinis
G000178375	973670	Mycoplasma alligatoris
G000178455	2563704	Brevibacterium mcbrellneri
G000178835	4714237	Cellulosilyticum lentocellum
G000178855	13661766	Ktedonobacter racemifer
G000178875	5368787	Shewanella baltica
G000178955	6237577	Granulicella mallensis
G000178975	5504084	Granulicella tundricola
G000179035	742431	Mycoplasma suis
G000179055	3594887	Prevotella bryantii
G000179395	3433007	Corynebacterium variabile
G000179555	4675075	Desulfovibrio fructosivorans
G000179575	1677475	Methanothermococcus okinawensis
G000179595	6156915	Hungateiclostridium cellulolyticum
G000179615	5453558	Paenibacillus curdlanolyticus
G000179635	4482167	Ruminococcus albus
G000179915	5095226	Terriglobus saanensis
G000180175	4092892	Plautia stali symbiont
G000181695	8959438	Malassezia globosa
G000181875	1282082	Borreliella finlandensis
G000181895	1253519	Borreliella spielmanii
G000182425	3389389	Brucella ceti
G000182565	24131852	Spizellomyces punctatus
G000182645	4725452	Ochrobactrum intermedium
G000182725	3367854	Brucella inopinata
G000182745	3513331	Komagataeibacter medellinensis
G000182805	38423023	Sordaria macrospora
G000182895	36193930	Coprinopsis cinerea
G000182925	41102778	Neurospora crassa
G000182965	14282806	Candida albicans
G000183135	3685504	Paludibacter propionicigenes
G000183325	2533002	Corynebacterium bovis
G000183365	1008951	Mycoplasma leachii
G000183385	1003404	Mycoplasma bovis
G000183405	2216572	Calditerrivibrio nitroreducens
G000183425	4516510	Marivirga tractuosa
G000183525	3384656	[Eubacterium] cellulosolvens
G000183545	2888761	Thermaerobacter subterraneus
G000183685	2268677	Staphylococcus hominis
G000183725	2819437	Sulfuricurvum kujiense
G000183745	2439311	Oceanithermus profundus
G000184345	2560222	Spirochaeta thermophila
G000184435	5783332	Mycolicibacterium gilvum
G000184455	37912234	Aspergillus oryzae
G000184685	4024382	Intrasporangium calvum
G000184705	2844696	Thermaerobacter marianensis
G000184945	3284505	Prevotella buccae
G000185145	2839597	Prevotella oralis
G000185365	2416868	Enterococcus italicus
G000185385	3083124	Lachnoanaerobaculum saburreum
G000185505	2363702	Pseudoramibacter alactolyticus
G000185725	3587649	Segniliparus rugosus
G000185805	1759546	Thermovibrio ammonificans
G000185845	3275361	Prevotella salivae
G000185885	2617381	Staphylococcus pseudintermedius
G000185945	18375020	Cryptococcus gattii VGI
G000185965	3419049	Pseudoxanthomonas suwonensis
G000186005	1118751	Mycoplasma fermentans
G000186165	2169557	Neisseria mucosa
G000186225	3998906	Bacteroides helcogenes
G000186245	2101285	Nitratifractor salsuginis
G000186265	4888353	Cellulophaga algicola
G000186345	5529324	Isosphaera pallida
G000186365	1314639	Desulfurococcus mucosus
G000186385	3498530	Deinococcus maricopensis
G000186865	56684252	Aureococcus anophagefferens
G000187005	2355206	Thermus scotoductus
G000187245	8874709	Ogataea parapolymorpha
G000187405	39427129	Metarhizium acridum
G000187425	41658580	Metarhizium robertsii
G000187465	1906164	Streptococcus infantis
G000187585	1639960	Streptococcus peroris
G000187625	1637992	Helicobacter suis
G000187895	4422284	Bacteroides plebeius
G000187975	2418578	Streptococcus criceti
G000187995	1916985	Streptococcus macacae
G000188015	2234542	Streptococcus ictaluri
G000188035	2126945	Streptococcus pseudoporcinus
G000188175	2123854	Phascolarctobacterium succinatutens
G000188195	2309346	Succinatimonas hippei
G000188255	2354991	Actinobacillus ureae
G000189255	4717326	Vibrio brasiliensis
G000189275	4907586	Vibrio sinaloensis
G000189295	3858580	Desulfovibrio desulfuricans
G000189415	2272954	Weeksella virosa
G000189535	4535360	Pseudarthrobacter phenanthrenivorans
G000189595	5353518	[Clostridium] symbiosum
G000189635	103037515	Tetrahymena thermophila
G000189775	2534358	Thermoanaerobacterium xylanolyticum
G000190315	2298983	Vulcanisaeta moutnovskia
G000190435	3316466	Sphaerochaeta globosa
G000190475	3845350	Ornithinibacillus scapharcae
G000190535	4392288	Odoribacter splanchnicus
G000190555	2886916	Deinococcus proteolyticus
G000190575	4308723	Bacteroides salanitronis
G000190595	3765936	Cellulophaga lytica
G000190635	3406739	Syntrophobotulus glycolicus
G000190695	2220675	Kingella denitrificans
G000190715	32983185	Dictyostelium purpureum
G000190735	4635236	Pseudopedobacter saltans
G000190755	4848369	Methylobacter tundripaludum
G000191045	1541968	Desulfurobacterium thermolithotrophum
G000191065	3057887	Prevotella multiformis
G000191145	3862530	Acinetobacter pittii
G000191545	2097806	Lactobacillus amylovorus
G000191585	2583753	Methanobacterium lacus
G000191885	4328439	Anaerophaga thermohalophila
G000192435	4258206	Gordonia neofelifaecis
G000192475	4490953	Ruegeria conchae
G000192575	4183267	Novosphingobium nitrogenifigens
G000192745	4718983	Polymorphum gilvum
G000192795	6126249	Vavraia culicis
G000192865	4684316	Marinomonas mediterranea
G000193225	4703421	Verminephrobacter aporrectodeae
G000193375	1936063	Thermoproteus uzoniensis
G000193395	2937589	Prevotella denticola
G000193435	2674809	Caldicellulosiruptor lactoaceticus
G000194135	1694430	Hippea maritima
G000194605	4633577	Fluviicola taffensis
G000194625	1901943	Archaeoglobus veneficus
G000194805	6843248	Pseudomonas brassicacearum
G000194925	2470815	Neisseria bacilliformis
G000194985	1281956	Dialister micraerophilus
G000195275	2897445	Treponema succinifaciens
G000195295	3282536	Desulfobacca acetoxidans
G000195315	2115681	Coriobacterium glomerans
G000195335	2269167	Marinithermus hydrothermalis
G000195615	3747590	Bacteroides clarus
G000195635	4332636	Bacteroides fluxus
G000195755	3773179	Desulfovibrio vulgaris
G000195795	3093133	Listeria innocua
G000195895	4873786	Methanosarcina barkeri
G000195915	1564906	Thermoplasma acidophilum
G000195935	1768582	Pyrococcus abyssi
G000195955	4411532	Mycobacterium tuberculosis
G000196015	6913412	Cupriavidus metallidurans
G000196035	2944528	Listeria monocytogenes
G000196115	7145576	Rhodopirellula baltica
G000196135	2110355	Wolinella succinogenes
G000196175	3782950	Bdellovibrio bacteriovorus
G000196215	986954	Borreliella bavariensis
G000196255	6403320	Photobacterium profundum
G000196275	3247058	Deinococcus geothermalis
G000196295	2220606	Neisseria lactamica
G000196315	2952962	Croceibacter atlanticus
G000196355	3234369	Nitrosospira multiformis
G000196395	5040636	Aeromonas salmonicida
G000196435	2642424	Bartonella tribocorum
G000196455	2715461	Acetoanaerobium sticklandii
G000196475	5094158	Photorhabdus asymbiotica
G000196495	4655760	Aliivibrio salmonicida
G000196515	5486185	Trichormus azollae
G000196535	2146480	Mobiluncus curtisii
G000196615	5372308	Erwinia billingiae
G000196655	2406252	Methanohalobium evestigatum
G000196675	7304029	Pseudonocardia dioxanivorans
G000196695	5043170	Rhodococcus hoagii
G000196735	3980199	Bacillus amyloliquefaciens
G000196795	4152543	Acinetobacter oleivorans
G000196815	4317083	Nitrospira defluvii
G000196875	4061825	Halomonas elongata
G000196895	3698770	Halalkalicoccus jeotgali
G000197735	3918232	Glutamicibacter arilaitensis
G000198775	3750178	Paraburkholderia rhizoxinica
G000199675	3532378	Anaerolinea thermophila
G000200595	1672681	Helicobacter felis
G000200735	1147259	Mycoplasma haemofelis
G000202635	3982034	Microbacterium testaceum
G000202835	4214904	Acidiphilium multivorum
G000203795	24317601	Batrachochytrium dendrobatidis
G000203815	31019688	Cavenderia fasciculata
G000203875	7255350	Cupriavidus pinatubonensis
G000203895	5236234	Paracoccus denitrificans
G000203915	7528627	Burkholderia ambifaria
G000204015	5411625	Asticcacaulis biprosthecium
