#genome	domain	phylum	class	order	family	genus	species	total_length	unique_name
G000005825	Bacteria	 Firmicutes	 Bacilli	 Bacillales_H	 Bacillaceae_D	 Bacillus_S	 Bacillus_S pseudofirmus	4249288	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_S; s__Bacillus_S pseudofirmus
G000009945	Bacteria	 Chlamydiota	 Chlamydiia	 Chlamydiales	 Chlamydiaceae	 Chlamydophila	 Chlamydophila felis	1173811	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Chlamydiaceae; g__Chlamydophila; s__Chlamydophila felis
G000009965	Archaea	 Methanobacteriota_B	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	 Thermococcus kodakarensis	2088737	d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__Thermococcus kodakarensis
G000009985	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospirillaceae	 Phaeospirillum	 Phaeospirillum magneticum	4967148	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Phaeospirillum; s__Phaeospirillum magneticum
G000010065	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus elongatus	2696255	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__Synechococcus elongatus
G000010085	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Sodalis	 Sodalis glossinidius	4292562	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Sodalis; s__Sodalis glossinidius
G000010125	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus saprophyticus	2577939	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus saprophyticus
G000010145	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus fermentum	2098685	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus fermentum
G000010165	Bacteria	 Firmicutes	 Bacilli	 Brevibacillales	 Brevibacillaceae	 Brevibacillus	 Brevibacillus brevis_D	6296436	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus; s__Brevibacillus brevis_D
G000010185	Bacteria	 Firmicutes_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Finegoldia	 Finegoldia magna_H	1986760	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae; g__Finegoldia; s__Finegoldia magna_H
G000010205	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Orientia	 Orientia tsutsugamushi	2008987	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Orientia; s__Orientia tsutsugamushi
G000010285	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Micrococcaceae	 Kocuria	 Kocuria rhizophila_A	2697540	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__Kocuria rhizophila_A
G000010305	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas aurantiaca	4636964	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__Gemmatimonas aurantiaca
G000010325	Bacteria	 Campylobacterota	 Campylobacteria	 Campylobacterales	 Nitratiruptoraceae	 YY08-10	 YY08-10 sp000010325	1877931	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Nitratiruptoraceae; g__YY08-10; s__YY08-10 sp000010325
G000010345	Bacteria	 Campylobacterota	 Campylobacteria	 Campylobacterales	 Sulfurovaceae	 Sulfurovum	 Sulfurovum sp000010345	2562277	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurovaceae; g__Sulfurovum; s__Sulfurovum sp000010345
G000010405	Bacteria	 Proteobacteria	 Gammaproteobacteria	 PS1	 Thioglobaceae	 Vesicomyosocius	 Vesicomyosocius okutanii	1022154	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__Vesicomyosocius; s__Vesicomyosocius okutanii
G000010425	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium adolescentis	2089645	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium adolescentis
G000010505	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Porphyromonas	 Porphyromonas gingivalis	2354886	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas gingivalis
G000010525	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Azorhizobium	 Azorhizobium caulinodans	5369772	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Azorhizobium; s__Azorhizobium caulinodans
G000010565	Bacteria	 Firmicutes_B	 Desulfotomaculia	 Desulfotomaculales	 Pelotomaculaceae	 Pelotomaculum	 Pelotomaculum thermopropionicum	3025375	d__Bacteria; p__Firmicutes_B; c__Desulfotomaculia; o__Desulfotomaculales; f__Pelotomaculaceae; g__Pelotomaculum; s__Pelotomaculum thermopropionicum
G000010585	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Macrococcus_B	 Macrococcus_B caseolyticus	2219897	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Macrococcus_B; s__Macrococcus_B caseolyticus
G000010605	Bacteria	 Actinobacteriota	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces griseus	8545929	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces griseus
G000010625	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Cyanobacteriales	 Microcystaceae	 Microcystis	 Microcystis aeruginosa	5842795	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae; g__Microcystis; s__Microcystis aeruginosa
G000010645	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Azobacteroidaceae	 Azobacteroides	 Azobacteroides pseudotrichonymphae_B	1224999	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Azobacteroidaceae; g__Azobacteroides; s__Azobacteroides pseudotrichonymphae_B
G000010665	Bacteria	 Desulfobacterota_I	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Solidesulfovibrio	 Solidesulfovibrio magneticus	5315660	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Solidesulfovibrio; s__Solidesulfovibrio magneticus
G000010785	Bacteria	 Aquificota	 Aquificae	 Aquificales	 Aquificaceae	 Hydrogenobacter	 Hydrogenobacter thermophilus	1743135	d__Bacteria; p__Aquificota; c__Aquificae; o__Aquificales; f__Aquificaceae; g__Hydrogenobacter; s__Hydrogenobacter thermophilus
G000010825	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Acetobacter	 Acetobacter pasteurianus	3340369	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acetobacter; s__Acetobacter pasteurianus
G000010985	Bacteria	 Deferribacterota	 Deferribacteres	 Deferribacterales	 Deferribacteraceae	 Deferribacter	 Deferribacter desulfuricans	2542953	d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Deferribacter; s__Deferribacter desulfuricans
G000011005	Archaea	 Halobacteriota	 Methanocellia	 Methanocellales	 Methanocellaceae	 Methanocella	 Methanocella paludicola	2957635	d__Archaea; p__Halobacteriota; c__Methanocellia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__Methanocella paludicola
G000011025	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Micrococcaceae	 Rothia	 Rothia sp001808955	2264603	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia sp001808955
G000011065	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides thetaiotaomicron	6293419	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides thetaiotaomicron
G000011105	Archaea	 Methanobacteriota_B	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	 Pyrococcus horikoshii	1738505	d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Pyrococcus; s__Pyrococcus horikoshii
G000011125	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Acidilobaceae	 Aeropyrum	 Aeropyrum pernix	1669696	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Acidilobaceae; g__Aeropyrum; s__Aeropyrum pernix
G000011165	Bacteria	 Chlamydiota	 Chlamydiia	 Chlamydiales	 Chlamydiaceae	 Chlamydophila	 Chlamydophila pneumoniae	1226565	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Chlamydiaceae; g__Chlamydophila; s__Chlamydophila pneumoniae
G000011185	Archaea	 Thermoplasmatota	 Thermoplasmata	 Thermoplasmatales	 Thermoplasmataceae	 Thermoplasma	 Thermoplasma volcanium	1584804	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Thermoplasmatales; f__Thermoplasmataceae; g__Thermoplasma; s__Thermoplasma volcanium
G000011205	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Sulfolobaceae	 Sulfurisphaera	 Sulfurisphaera tokodaii	2694756	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Sulfurisphaera; s__Sulfurisphaera tokodaii
G000011225	Bacteria	 Firmicutes	 Bacilli	 Mycoplasmatales	 Mycoplasmoidaceae	 Malacoplasma	 Malacoplasma penetrans	1358633	d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmoidaceae; g__Malacoplasma; s__Malacoplasma penetrans
G000011245	Bacteria	 Firmicutes	 Bacilli	 Bacillales_D	 Amphibacillaceae	 Oceanobacillus	 Oceanobacillus iheyensis	3630528	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_D; f__Amphibacillaceae; g__Oceanobacillus; s__Oceanobacillus iheyensis
G000011305	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Corynebacterium	 Corynebacterium efficiens	3219545	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium efficiens
G000011345	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Thermosynechococcales	 Thermosynechococcaceae	 Thermosynechococcus	 Thermosynechococcus elongatus_A	2593857	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales; f__Thermosynechococcaceae; g__Thermosynechococcus; s__Thermosynechococcus elongatus_A
G000011365	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Bradyrhizobium	 Bradyrhizobium diazoefficiens	9105828	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__Bradyrhizobium diazoefficiens
G000011385	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Gloeobacterales	 Gloeobacteraceae	 Gloeobacter	 Gloeobacter violaceus	4659019	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Gloeobacterales; f__Gloeobacteraceae; g__Gloeobacter; s__Gloeobacter violaceus
G000011405	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Francisellales	 Francisellaceae	 Francisella	 Francisella tularensis	1895727	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Francisellales; f__Francisellaceae; g__Francisella; s__Francisella tularensis
G000011465	Bacteria	 Cyanobacteria	 Cyanobacteriia	 PCC-6307	 Cyanobiaceae	 Prochlorococcus_A	 Prochlorococcus_A pastoris	1657990	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_A; s__Prochlorococcus_A pastoris
G000011485	Bacteria	 Cyanobacteria	 Cyanobacteriia	 PCC-6307	 Cyanobiaceae	 Prochlorococcus_C	 Prochlorococcus_C marinus_B	2410873	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_C; s__Prochlorococcus_C marinus_B
G000011545	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia mallei	7247567	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__Burkholderia mallei
G000011565	Bacteria	 Chlamydiota	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Protochlamydia	 Protochlamydia amoebophila	2414465	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Protochlamydia; s__Protochlamydia amoebophila
G000011645	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus licheniformis	4222597	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus licheniformis
G000011685	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Gluconobacter	 Gluconobacter oxydans	2922484	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Gluconobacter; s__Gluconobacter oxydans
G000011705	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia mallei	5835547	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__Burkholderia mallei
G000011745	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales_A	 Enterobacteriaceae_A	 Blochmannia	 Blochmannia pennsylvanicus_A	791654	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A; f__Enterobacteriaceae_A; g__Blochmannia; s__Blochmannia pennsylvanicus_A
G000011805	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Vibrionaceae	 Aliivibrio	 Aliivibrio fischeri	4273758	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Aliivibrio; s__Aliivibrio fischeri
G000011905	Bacteria	 Chloroflexota	 Dehalococcoidia	 Dehalococcoidales	 Dehalococcoidaceae	 Dehalococcoides	 Dehalococcoides mccartyi	1469720	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Dehalococcoidales; f__Dehalococcoidaceae; g__Dehalococcoides; s__Dehalococcoides mccartyi
G000011945	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Anaplasma	 Anaplasma marginale	1197687	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Anaplasma; s__Anaplasma marginale
G000011965	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ruegeria_B	 Ruegeria_B pomeroyi	4601068	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria_B; s__Ruegeria_B pomeroyi
G000011985	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus acidophilus	1993560	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus acidophilus
G000012005	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia	 Escherichia coli	4560951	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia; s__Escherichia coli
G000012065	Bacteria	 Spirochaetota	 Spirochaetia	 Borreliales	 Borreliaceae	 Borrelia	 Borrelia hermsii	1066425	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Borreliales; f__Borreliaceae; g__Borrelia; s__Borrelia hermsii
G000012085	Bacteria	 Spirochaetota	 Spirochaetia	 Borreliales	 Borreliaceae	 Borrelia	 Borrelia turicatae	1165525	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Borreliales; f__Borreliaceae; g__Borrelia; s__Borrelia turicatae
G000012145	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsia	 Rickettsia felis	1587280	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia felis
G000012225	Bacteria	 Firmicutes	 Bacilli	 Acholeplasmatales	 Acholeplasmataceae	 Phytoplasma	 Phytoplasma sp000012225	724050	d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Phytoplasma; s__Phytoplasma sp000012225
G000012245	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_E	 Pseudomonas_E syringae_M	6093698	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas_E; s__Pseudomonas_E syringae_M
G000012285	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Sulfolobaceae	 Sulfolobus	 Sulfolobus acidocaldarius	2225959	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Sulfolobus; s__Sulfolobus acidocaldarius
G000012305	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Psychrobacter	 Psychrobacter arcticus	2650701	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter arcticus
G000012325	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Alteromonadaceae	 Colwellia	 Colwellia psychrerythraea_A	5373180	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Colwellia; s__Colwellia psychrerythraea_A
G000012345	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 Pelagibacter	 Pelagibacter ubique	1308759	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter ubique
G000012385	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsia	 Rickettsia bellii	1522076	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia bellii
G000012405	Bacteria	 Actinobacteriota	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Thermobifida	 Thermobifida fusca	3642249	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Thermobifida; s__Thermobifida fusca
G000012425	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae	 Azonexus	 Azonexus aromaticus_A	4501104	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus aromaticus_A
G000012465	Bacteria	 Cyanobacteria	 Cyanobacteriia	 PCC-6307	 Cyanobiaceae	 Prochlorococcus_B	 Prochlorococcus_B marinus_B	1842899	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_B; s__Prochlorococcus_B marinus_B
G000012485	Bacteria	 Bacteroidota	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium	 Chlorobium luteolum	2364842	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium; s__Chlorobium luteolum
G000012505	Bacteria	 Cyanobacteria	 Cyanobacteriia	 PCC-6307	 Cyanobiaceae	 Synechococcus_E	 Synechococcus_E sp000012505	2234828	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_E; s__Synechococcus_E sp000012505
G000012525	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus elongatus	2742289	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__Synechococcus elongatus
G000012545	Archaea	 Methanobacteriota	 Methanobacteria	 Methanobacteriales	 Methanobacteriaceae	 Methanosphaera	 Methanosphaera stadtmanae	1767403	d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera; s__Methanosphaera stadtmanae
G000012565	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Ehrlichia	 Ehrlichia canis	1315030	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Ehrlichia; s__Ehrlichia canis
G000012585	Bacteria	 Bacteroidota	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium	 Chlorobium chlorochromatii	2572079	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium; s__Chlorobium chlorochromatii
G000012605	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thiomicrospiraceae	 Hydrogenovibrio	 Hydrogenovibrio crunogenus_A	2427734	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thiomicrospiraceae; g__Hydrogenovibrio; s__Hydrogenovibrio crunogenus_A
G000012645	Bacteria	 Cyanobacteria	 Cyanobacteriia	 PCC-6307	 Cyanobiaceae	 Prochlorococcus_A	 Prochlorococcus_A marinus_L	1709204	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_A; s__Prochlorococcus_A marinus_L
G000012665	Bacteria	 Desulfobacterota_I	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Oleidesulfovibrio	 Oleidesulfovibrio alaskensis	3730232	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Oleidesulfovibrio; s__Oleidesulfovibrio alaskensis
G000012685	Bacteria	 Myxococcota	 Myxococcia	 Myxococcales	 Myxococcaceae	 Myxococcus	 Myxococcus xanthus	9139763	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Myxococcus; s__Myxococcus xanthus
G000012725	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Nitrobacter	 Nitrobacter winogradskyi	3402093	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Nitrobacter; s__Nitrobacter winogradskyi
