taxid	total_length
360411	6000000
1803485	1129023
1429439	6000000
1801666	585621
1184251	1356318
1920888	2106857
784	4759613
1802282	1039369
290318	1966858
1618936	651339
1798699	829198
64471	2606748
1217988	3394558
1121875	3906474
97138	2912727
1805305	651023
1797351	6000000
1797602	1568548
743719	6000000
1122970	2954426
644966	2844696
1423735	1898108
1353276	3343709
1795870	1333246
1934988	2351345
1123078	6000000
931277	2991556
651182	5197905
1692239	3652908
479432	6000000
1238428	2120805
1123371	2302285
680279	4416600
1292022	3705324
1801720	1369490
1935129	2062134
1203190	2590418
1802616	1009847
1805302	687496
1641382	1973787
1447715	2032698
1736273	4355205
404380	4615150
45076	3067721
1408423	2682728
573983	2179000
1122992	3217068
1798297	1580116
1449337	2352439
1798493	533142
47760	6000000
1802049	1201202
1801834	2235349
1177181	3629371
1736501	4212502
935546	6000000
234826	2352923
80854	5093989
1291052	2444304
40215	3378307
1734396	6000000
1231343	2687370
1867261	1268545
1641811	3316799
1266998	3049695
1230344	3810257
1158292	4388462
1802317	905805
543526	5440782
40754	4810005
596323	2287284
1017277	6000000
1122609	4856512
717959	3763317
649755	1946426
152573	4060055
1355015	6000000
256	4098192
391615	2625605
1165094	3243759
634500	5372268
477690	3567068
28234	2166325
1797386	3777232
1121349	4634066
272947	1111523
1231391	3916977
246167	5472963
1384459	3424964
1262691	3024253
1736487	6000000
144183	2345615
1856684	3531586
556267	1690216
1219	1443989
1420917	4616532
686597	5036008
1797309	585024
477974	2349476
1359168	1092196
1927149	1641674
862908	3437906
981383	3843870
1262966	1789369
42256	3267233
1802326	964122
1797787	744705
1935138	1609686
638315	4086210
1123265	5904341
1417230	1784977
1817729	1089434
1802286	1310180
1104619	1400936
1324934	4017490
981336	3535739
1803441	1107721
1234409	1285866
553470	4405846
1123355	4053560
1618366	813806
1122612	3709060
1121344	2415478
1555112	3817036
1802204	732447
665126	6000000
1802366	923479
1802785	1889859
446860	3638342
652620	1283087
872965	3569367
1802078	926317
1235834	4902027
1421551	902487
1842524	1442029
910964	4867810
1801831	1358324
1618747	727539
1655561	1270387
1304884	4361351
1131266	1309304
55969	3669365
1798571	5164209
1381111	2328061
1798531	632575
634177	3513191
1869309	2530867
1206103	4228921
1267533	6000000
1463854	6000000
1918498	2862036
1678028	6000000
1802152	703602
1797877	1999829
257363	1111496
1801828	1333919
755954	4520971
1267973	4325474
1072685	1959069
1262821	1480498
1895828	900471
1801640	711513
2226	2508511
1051646	5540337
455	3341467
29486	3699725
1811651	1295986
1121124	3220540
1871030	2468696
1761768	3706009
198214	4828820
1235796	2407520
1618942	674362
693977	2886836
1410607	3848685
1802139	586511
1123507	2775456
1801704	1790261
1522	6000000
1802683	567079
926556	5608040
1262786	2529256
66896	6000000
1827136	3209974
1802094	850038
1247649	3699674
1798403	667488
1401685	1039565
1501269	1929203
1609103	6000000
1797813	1770541
273063	2694756
156892	1842889
1074083	2073661
360095	1445021
110663	2645910
314275	6000000
1401258	3935133
1792508	5522061
1095772	3009940
382464	5775745
1262703	2443329
225991	3764434
1280952	3640843
1935104	1292279
1594731	532684
1802788	1992788
1120999	5149006
243231	3814128
1248917	2899072
1424294	5817221
1618379	1089432
1354300	1499757
1802663	1009588
1643920	5250739
314285	4351117
936155	1672681
1935100	1088071
1336234	1666387
644282	3655731
1208918	821930
1802595	594602
938278	2375244
1736504	6000000
1802647	903911
1410613	3613673
1263004	2752503
872330	3174934
1797218	1429429
1802674	706893
285279	5845495
1503961	5872627
1798339	685520
1802220	727491
1802361	827286
309803	1884562
499207	3166921
1293048	3906364
913331	2263841
1798270	1671405
1449353	6000000
1453352	3569807
1849967	6000000
883169	2118285
1671657	1669981
1619055	993453
1884871	1885778
1618419	1055662
1802483	1098813
905	4625432
1798614	821705
883151	4040949
58133	3450004
1896208	3784167
621456	4196755
666509	3288122
439481	1486778
1397666	1957724
1802072	1030848
1492738	3792640
1802649	1088884
867900	3765936
1541959	1878735
1144343	4997302
1239307	5159425
1618818	561498
1688	2531592
1798475	646917
1655568	1101056
1518501	6000000
765914	3188869
1263095	3652220
1618480	548054
1802602	716521
397278	4163496
1797516	843579
1234671	3041080
2055	5701501
1798588	726490
1581038	4215291
1484053	5048302
1120984	6000000
445970	2550678
1801839	2335743
642492	4714237
1263111	2777117
645273	3552958
1656094	4864964
1500290	4629388
1121335	2974379
1705565	6000000
1798537	656967
1801827	1843590
1123257	4460203
1122607	4626718
754523	6000000
1427333	1403817
237682	3488694
1674867	1877128
1802514	1021774
1943583	1472743
1236180	3871751
1805128	3439766
420890	1963964
1619054	1259947
1805238	837160
1797284	1173626
258515	2916215
585501	2706954
1262994	2785893
1121409	4977298
1811613	1603430
926550	5144873
1123364	5084548
1538553	5172098
1574264	3109783
1262803	2465124
1618517	905771
1127672	5265460
665029	3833832
990068	1641000
1797542	1056120
1897006	1773270
1739402	1592142
882086	4776006
1293036	2387907
633697	3384656
1930022	1965334
316279	2234828
1801721	1676393
1123403	2530461
160492	2731750
1449091	1862322
1408844	1029570
1047054	948616
580327	2785752
1798549	860072
883069	1906711
37915	3505372
1618567	845411
1797896	4641089
765910	3779112
28092	6000000
1391729	2979231
476272	3626943
935938	3921738
163	6000000
1235794	2955616
650150	1787941
1205910	5848211
1499681	1970166
1506471	2476884
1802754	588280
1246460	6000000
1619112	938148
1342302	3914541
913338	1163583
1802414	1042193
888060	2761262
1306852	6000000
1131935	6000000
1801938	1057030
1618915	888454
1736245	5005286
1618541	709943
985867	2847648
1802424	1036605
1797304	596916
1123034	3098053
1502292	1415322
1797535	943148
1703332	3610525
416591	2135342
416169	4131704
1792845	6000000
1801694	2579265
1619086	1129123
633131	3487925
755868	4423715
1123300	2121372
1283295	926329
1121902	4030713
1423762	1610627
198628	4922802
1156935	5085061
203119	3843301
525909	2158157
1934998	1752477
1121303	6000000
1131290	979689
1736498	3919167
1798472	609252
1797186	2949164
1448857	1673184
1047038	1387242
1802348	1235150
908937	3350206
1382303	2673433
1661	4262386
454	3061150
1739395	2064328
391592	1663618
1776334	1231125
1968	6000000
1802024	921680
1681830	5477812
638300	2642494
1121116	2503561
1802310	645574
1797665	3230919
1307759	3390909
1162668	2559538
1302250	2650200
999550	5049234
1895742	2529957
1168059	5108628
1173023	6000000
1906167	2205122
1144273	4543205
1045009	3466927
1817755	3084114
1449336	2619222
1262784	1456949
1566026	4083414
1671661	2450807
1033744	1851340
291272	791654
1618364	914308
1798365	813392
1450525	3652806
1797849	1992138
1144275	6000000
1802084	814379
489653	2220606
1805180	1408448
1771	5349645
1262773	3078457
1935123	2059798
765911	5017071
1802316	920131
1087451	2402956
227598	2337139
521096	4479724
1294025	4060997
1620412	602646
1645915	3827241
479435	6000000
1797196	2195980
351671	4203651
1655625	2527476
1798444	4280002
1055521	1172501
1655598	1480518
1211706	4115384
1206109	351658
1265818	2601148
701347	4814049
1032069	1641887
1618741	799418
1206732	6000000
435908	2480276
1798432	3844292
243365	4751080
1801902	1543728
1033837	2354088
1802481	678860
1703410	2952060
1797596	1172283
216142	4688635
1094491	1624667
1703352	5784682
1650658	2461858
517436	1141520
1736251	4645412
1618447	1215815
632292	2770676
556259	6000000
1120980	2762031
1798564	804773
469382	3944467
1517682	2392483
1262783	2567117
314315	1884661
1112274	3033021
1801656	1017474
913333	1104438
79604	4853895
169177	3261864
930169	4928223
1797330	3620940
1805092	1621432
452638	1560469
864702	5530491
471875	2731235
1622229	2503279
160490	1852433
1247024	2953863
1797654	1503933
679190	3033961
1293592	1814792
1736361	4318453
1811632	2538254
272557	1669696
1849719	5879763
1189613	2366595
1618738	735946
1802692	904339
1797990	653370
1078020	4870742
1348657	4145786
1236976	4961801
1123071	4322488
230356	2791704
1262814	2146826
1228987	2794318
1618711	860762
325473	3680502
1380770	5961647
1797835	2647353
1123253	2647044
67267	6000000
1120951	4042904
1121015	3091755
279832	2519568
1727	4708587
1801916	855402
1294021	6000000
1120983	4317545
1094715	3909670
1802044	928657
698761	6000000
1639	6000000
29563	2991186
1514668	4207177
1798705	1074339
367928	2089645
1802371	1388926
1408428	4630442
1123386	2165150
1802036	1072753
1163389	1847202
706433	2008072
566550	6000000
1619095	612802
1802167	3304765
1658008	4322346
1339303	5062782
1380355	6000000
1752182	3964155
357804	4559598
572479	2309262
1798539	790931
398199	3173070
1797594	1214076
82803	6000000
1227498	4496185
1798530	594662
1622075	1818711
1263064	5414560
1671645	3106896
926690	3797935
457421	6000000
1349782	6000000
742726	3443906
1052806	1149914
1805394	1380582
77095	3296581
595537	6000000
1288970	4052370
1655609	1080997
1121360	2910197
1156937	2476671
1123389	2263010
879212	3974658
1857568	4081835
1227482	3425042
1802682	1029503
1797589	901658
1380365	5018507
1123021	3752096
857578	1856042
316278	2224914
468556	4225368
1687	1755151
1805209	1035425
1035193	3218123
1208583	2332652
1183377	1736885
1408878	1035574
1547436	4132279
378753	2697540
1479	3381292
338187	6000000
1779370	1348101
1287474	1527867
1235811	2797134
1042163	5153859
1798377	780341
1423727	1929842
1732019	3617426
1232866	6000000
430522	6000000
2198	3418780
1798271	1477790
1121025	2124342
1797396	3987592
416269	2274482
1802585	1776117
1123303	1847340
1798623	902951
1797811	3154694
1227455	3449700
341036	5215335
679199	2593873
1618952	816353
29519	2332849
1802578	1951288
46256	1816487
911008	4991160
1116232	6000000
818	6000000
1797296	923140
1618645	962773
1123388	2225983
223283	6000000
1292027	5017423
502558	3123671
1686310	6000000
1503183	1851930
546274	2171245
569857	2381859
1410671	3125163
59748	879959
1157943	4609894
1188229	3049282
1049970	4418431
1675527	5037502
1663685	5040634
272564	5279134
1797814	2625013
1121364	2183019
48	6000000
576784	6000000
1801879	1201266
641526	4337031
1071073	4000934
1410617	2404446
1897630	6000000
222534	6000000
1797825	3227972
478009	2668776
1450761	3664835
1223547	6000000
1703393	1135001
1736420	5239945
1238	6000000
355243	4735181
1801713	1660570
1895746	3417378
324057	6000000
1802028	853394
28108	6000000
1262929	2761587
1618911	562144
310037	6000000
1089544	6000000
1619090	711267
1797800	1002489
1871018	4041781
210007	2032925
276	2386081
1122146	1385752
1664276	4191200
1811386	2558690
1897010	3970265
28892	2475100
391009	1915238
1449062	6000000
203123	1780517
1214209	2230110
1111737	4526423
1797726	498131
1798322	596010
706587	6000000
521393	2932944
1798005	1020795
1655591	1459716
756272	6000000
1703920	6000000
1385369	6000000
1797646	2164037
1801719	1933175
1212545	2565675
1122922	6000000
1805131	2088276
1235800	4571652
1673722	2458350
290315	2763181
1801868	1236538
1461582	2191063
435830	2205725
1123240	2613739
1911687	674219
1689269	5263775
1802128	669974
1121413	2939696
1897033	1154130
573065	4308776
1274402	1115609
1223548	6000000
1313171	4282232
1802079	854716
1223410	3160033
74704	2826849
483219	6000000
1346614	5282719
1798185	3371868
1151116	5656799
1423730	2542116
1601833	4435185
1415632	1408179
1620414	711474
876044	3039623
1339244	4937598
1802253	2182863
312309	4273718
410358	1804962
1206731	6000000
1121950	4402942
797299	4131176
1348774	3863562
1408159	2014912
1802060	628619
1635285	1293648
1123055	4586440
1618722	1222490
1703392	912888
1033741	6000000
1797732	938315
1867260	1374477
81857	2086969
484022	2049711
1348163	5114044
1811663	2280397
406818	4225498
1798595	897674
1566358	5787303
398720	4244565
1802545	580743
1262998	2090037
214092	4829855
1817883	2746771
1461694	4938305
1797851	1113098
1423742	1593179
148604	2126433
1031746	1753385
1655615	1469346
196162	5293685
163003	1950313
54	6000000
1930004	1997524
1298921	3466234
755887	4410882
47885	4834356
479436	2132142
2173	1718384
1196031	5848607
1302151	2261881
1797283	1151254
1618620	589445
228405	3705021
1618518	496224
1123304	2422509
1619050	723952
1111738	4196086
1173263	3583735
1817897	704381
1121105	2242440
926447	711370
316058	5331656
1221877	1178564
100226	6000000
1801888	831884
1147	3738889
1641385	1535045
1317124	3928443
1802783	1439223
1197874	4050606
1206742	6000000
1896210	3696015
315423	3937250
869209	2897425
34086	6000000
1218508	1810599
133724	3233933
1797242	539999
1460638	3174303
1193069	4400835
1545442	3795776
1280674	2908381
1622269	4427922
1523430	6000000
439493	1456888
1618918	1022173
1219037	4486420
1935126	789045
1333854	6000000
869210	2269167
764291	2130431
295405	5310990
1408842	1055994
1802668	674209
1343739	1859370
1226325	6000000
1734399	5203851
1816680	2434476
1802417	702004
243160	5835527
452863	4980870
412419	1574881
1235799	4455623
1805401	895686
1817870	4388263
448385	6000000
1123258	5320466
1666905	4694862
1249999	3819763
1752195	3387868
453591	1297538
1056819	5147360
1122215	6000000
553611	4607317
1121890	3631041
1637509	2171676
1385514	4281464
1522309	2633477
1077972	4954410
742823	2725870
592015	2123925
1353	2981524
1562720	3410249
357809	4847594
679197	3587629
1802510	1074609
1633643	2070112
1130798	2434610
1896999	1982440
48296	3844604
1121101	5315450
441771	3760560
1503925	5988187
1338436	4416081
313603	3868304
1206733	6000000
1423739	3261379
1120932	2130987
1166948	3786651
266749	3261282
1523432	3450043
1342301	4085976
43687	6000000
1811607	1271676
682956	6000000
1797258	916351
1086011	3934101
767031	2937589
1935145	1526138
1274	3113642
1208920	810172
1802394	1008437
749927	6000000
1122152	3084264
411473	3096487
930128	3316135
1262741	3366418
1674863	2694296
585199	2435166
699246	1809746
1618964	803342
1033730	3322119
1798307	944853
1691891	6000000
1618346	1123966
523850	1847607
1805316	463448
1499107	3193529
465721	3467246
1797384	4862214
1618388	894216
585524	1540806
1382304	4091649
583355	3750771
1243662	6000000
1797693	498071
1121266	2473921
1408254	5545940
1797462	992556
888743	3057407
1122204	2908575
192	6000000
1803444	1253028
1122599	4391552
1217658	4551346
1618607	605084
1423740	2242681
1187848	4418179
291169	2846920
1619046	1102395
1797819	1955540
877455	2583753
1805247	1154623
425514	5188723
412597	3915186
1855333	3356227
1572701	2730646
1702287	1360589
1163419	4108307
1660167	3748489
444158	1744193
180195	6000000
1123400	3787626
1122224	3435542
1798559	3937874
1449346	6000000
500635	2577056
1674818	2624508
946077	3086951
1801908	1057643
1802436	610990
1121428	2695031
1220535	1923658
1129897	3888104
1291734	4529119
1805002	2362022
1179226	2786799
758828	2952624
1519438	3267429
1120688	5880273
1356852	5010594
1869167	5023713
59505	2159306
1705	2862233
1798003	1699384
74546	1709204
1199245	1441139
1618593	541352
322710	5365318
1802610	1056791
944547	2947662
1449338	4041428
1434119	4941115
1280673	4147770
348780	2749696
1449121	565311
575594	1725829
1123487	5021710
1218356	1148342
1797468	709408
1336241	2579248
1618528	733713
2047	2639435
913025	2176573
1495144	1937883
1449050	6000000
69896	545458
1262845	2206304
1334046	3548922
1618922	1222923
1798433	2740348
1121394	4481975
1109438	1566160
1286	2647552
393305	4683620
304207	2833584
29430	3462857
1852374	1741785
1802372	852988
1798371	1307812
416348	3692576
569153	765485
1104605	1341701
1801940	1241233
909943	2458945
1802332	1008403
1168067	2452457
1802670	970849
34021	6000000
1121347	5051029
591001	2329769
1798512	873411
1805397	2430873
1075417	6000000
766499	4598615
1798649	670991
298386	6000000
1801821	1312468
1262777	2167364
1906168	2197281
33876	6000000
1934992	1703394
1798457	889526
1033743	5614755
1841599	1460710
1196421	597245
1120935	6000000
1374	3485580
1263033	2161582
1801884	610744
1802077	750803
45056	2367659
1869307	3462636
1761883	3281063
1736381	4797175
1802335	758080
1520812	4587896
883078	5261968
1284629	5880358
484019	2016657
1347342	4228350
1742359	4898412
1263025	2695531
443255	6000000
1101190	4453493
709032	2819357
1223543	4632332
1674891	1825744
768704	4873567
115711	1234385
1441930	5488183
732	2414427
1434657	1624754
1384056	3056622
1410658	2042026
1802694	807499
762550	1954080
864051	5600627
1122128	2109822
1635261	1253740
797304	3788356
1000565	4234613
1163408	3879600
1548547	4059891
1123035	3001811
1798540	1128712
1120934	6000000
1619132	705146
913328	1456231
1797782	634417
1680155	6000000
511051	1558103
876	6000000
156978	2565321
864565	2511030
1801609	2048639
1495314	2542436
206506	3943087
578942	4635835
1263065	4493879
1843368	4369746
1802631	897158
1354337	3695744
74031	3749125
1801714	1719853
1748	3651382
69279	4774593
1736609	4247614
1261658	2334734
431943	4023800
278197	1832387
649743	2520418
932036	833294
1921803	5148315
1618579	603817
1798500	841427
1111135	1801377
523844	3127379
1294020	3565101
1745713	4219447
1121129	4770838
1633631	6000000
115547	2226687
1801649	1005247
200126	3317747
1354303	3216409
1223493	2327754
1262687	2044712
240302	4137344
1935149	1858353
449439	4565323
1736443	3425771
1120523	6000000
1673428	1878916
1658765	4453613
1896203	3826342
190485	5076188
694433	4495250
750	6000000
1250232	4424696
1855342	4017748
1619128	866613
742740	5352498
1120944	4025772
568814	2170808
1302272	5188519
1609968	2273296
573569	2035931
1736382	5577040
1817880	2000362
1227497	4416525
1802786	1379867
758847	3983611
1370122	4133860
1071400	2563168
411483	3090349
1313172	4830181
226186	6000000
755928	4383307
519441	1673280
44008	2320599
716928	5964336
1121936	2707549
191610	2359448
1655572	1043961
83558	6000000
1618354	692671
1121287	4439376
1263069	2527326
1747196	3723955
1158608	3581919
1167632	2559484
1618708	819859
1802347	925570
395495	4909403
1218800	611024
570952	3690548
633145	1360154
1423778	1832229
1541065	6000000
1123032	3539325
1104601	939094
526226	5290012
1293054	2873865
1140	2742269
1089546	5353291
1802323	691763
1278299	924993
1797758	795914
244328	5807858
1802706	618553
29540	4404175
1265817	2794388
439235	6000000
1817821	848702
525329	1604632
882378	3750138
220754	3650490
1802580	1789251
751944	3162560
1293043	2422819
1798659	1274965
648757	4014469
1811669	1426259
1122617	3709807
1219042	4836455
1618558	596129
1156844	6000000
698769	3045860
729	4126553
1325934	2878449
910458	5862550
1560201	4783533
696281	3969014
1703772	2090507
935942	3761451
1078085	3522309
939844	1265631
1798283	2033387
1237500	6000000
272568	3914947
927665	6000000
82654	4885680
1282664	2184662
1662110	1815427
940295	1394664
1121103	3653918
1736397	3974301
1801976	1249585
1655557	2834045
1618808	798870
1121440	3419064
699264	2037078
1333846	5401554
1009422	2060559
1121928	3330647
43928	3208246
1736366	3939915
1855306	6000000
1278306	1941804
91844	280822
1108045	6000000
82380	3807768
1052801	1413297
225937	4651725
1123500	2724458
647113	1677455
727	1863535
1802085	1216931
915059	6000000
1089549	3535419
247279	5009995
1896976	2871413
1148	6000000
1797617	3368795
54398	3510797
1736379	3814797
176280	2564615
1515617	2293773
504472	6000000
1094492	1623938
586411	2277311
388919	2388435
1123291	5413664
305507	5426160
326424	6000000
632516	2674809
1581557	1356428
264462	3782950
444060	3967762
123214	1983966
1697790	3294149
1620405	4031603
1141883	6000000
1798654	582116
80852	4635126
1797292	676040
1577687	5345702
123899	4485537
1280948	3604440
1115515	4374581
459349	2246820
1120937	6000000
1798332	770605
1221537	1261842
1048380	5111250
246194	2401520
1713724	2121026
398579	5174581
1094553	1810183
457402	3098456
667135	1989604
1797377	1724111
319795	3247018
1798305	1403244
1125725	5631323
1619096	617993
1618769	786678
1454205	6000000
1123054	4000424
1300150	3351060
1496721	3464030
488533	3971609
367299	3985545
1841865	3949838
1150468	1797862
1802251	1815804
399550	1570485
1619083	1486996
1603606	3958620
1120953	3783840
1089455	3544917
1704282	2386160
666510	1496453
1449126	3649665
1313295	1377933
1811652	1171691
1797769	667968
1262696	2391969
1293598	2420749
1293908	1429421
1383060	1536863
1925591	5826181
1914963	4160330
1817731	810160
1805411	2245651
1676157	2096883
1802397	860014
1235835	3620383
52689	4135635
1797591	1254643
1618807	630931
1797780	959659
1278311	1807123
1172194	5193926
1618889	674237
1805277	1502367
1304281	3154203
1855376	6000000
1802501	1009818
1230456	3619738
1805417	1522885
59924	1841163
1543706	3988138
1619108	620476
1797977	1520809
1089550	3399024
1802446	514678
62101	3350348
1410576	1476663
485915	2909567
1714258	1760081
1655564	1672064
326298	2201561
637389	2987045
240292	6000000
572547	1980592
1121383	2767614
1123325	1610181
1223513	2686219
445961	4754478
1423761	2009795
1586287	6000000
237373	5551910
452084	3813178
1082933	6000000
411235	6000000
1173028	6000000
985053	2298983
1122997	3028354
1265504	6000000
36809	5090491
866786	4243036
1392494	2555436
1292043	5460379
376	6000000
641143	2746278
487521	5402402
497964	6000000
1044999	4717274
266809	3592055
591019	1580347
1321778	4767532
1305837	5932917
1618839	1330629
1112204	5844299
571298	5811514
999415	1945158
1074073	2073661
1111121	1717627
1394711	845464
683837	2797636
909613	6000000
1797886	1585218
235985	6000000
1935103	1698648
1341646	6000000
1802567	1370281
1884872	1473446
557599	6000000
1641384	1255134
1121032	3341181
1619076	1138813
1714371	859205
336407	1522076
575788	4974818
303541	3399928
1434656	1541635
1359193	1543880
1617419	3578419
525367	2598321
1802680	861746
1603258	4744957
243274	6000000
1262980	2885751
60547	6000000
1173029	5323600
1436884	1412401
1736291	3580776
1298593	3920328
1122985	3508589
1581120	2422248
622637	4726034
1423718	2058058
1234596	902789
1279017	4835674
1399797	1103092
1797818	2788758
314230	6000000
1095769	4188269
1235755	2669034
1797632	1870244
1236520	2356153
1523427	4267112
1469502	3276549
864564	1890857
1380763	3004450
1300345	3274406
1218583	4289160
1274631	6000000
348151	2070447
1879031	4149715
1797355	3951559
1224163	2833547
90813	2344434
1492	4627894
1330700	2218114
1802158	836748
349519	1896614
1236989	4921400
1121483	6000000
702456	3115943
379066	4636964
313594	2763458
644283	6000000
1802573	1309371
1727667	1463447
1618704	753525
1562701	2795381
428127	2191053
1046967	897531
1802625	985345
1123359	2081554
1449976	6000000
1396513	2258534
1703778	1269144
1263042	3749602
938467	946132
1801947	2418909
910454	6000000
1798627	872306
1119528	4306529
991778	6000000
1384057	4017054
1353246	1762971
314722	3891720
1359153	1521576
32051	2366980
1193053	4938803
1798410	546056
59931	2627046
345632	3618700
703	3405979
1618700	743098
1173021	4903153
1797860	1903522
1262986	2045026
89784	2859702
1293047	3776554
1547922	6000000
1123516	2356686
1805184	1939901
1051973	5502110
1346	2086959
1132506	2637559
935866	4754646
1121387	2617709
1527299	906655
1798474	729802
1674907	1935087
666681	3059871
172049	1890359
1206744	6000000
423474	4683052
1715217	1899912
1234679	3650416
1618588	647370
1798582	4090690
1569284	3539424
1935147	2103466
887325	3082404
911092	3335965
1618661	569550
592027	2541246
1618788	686921
1797642	1740281
1793725	3506707
1423144	4540155
561177	1889366
292564	3342364
1802001	740603
1121019	4585800
396268	1646143
1802406	1070568
1471505	1368538
258594	5467640
1807744	2751729
1262782	2681921
1256216	3013500
692420	3980199
1794908	2654040
755732	4633577
1849166	4334170
1265845	3374439
523845	1686930
1817748	654762
167539	1751080
1121444	3545807
1618776	694019
1798688	950365
1105107	1150228
1230341	2776927
521460	2931662
1798706	1022340
1802463	748778
585531	3079840
1249480	2360313
540747	6000000
875454	1885265
1703397	1418734
1798695	805466
390989	6000000
154288	5272949
1798502	682109
1658672	2925783
1074112	1814786
411471	3245471
604354	1845800
53444	2842174
626523	2169477
1123279	3947342
1736492	6000000
649639	4681672
1122616	5325321
1054943	1135256
372781	6000000
1190620	1557083
1236973	4740369
1475481	3121006
362948	2133977
1797998	872364
1437609	2887313
431041	1409475
270351	6000000
1399147	1334837
555778	2582886
304766	4106353
1798429	3137134
1439331	4852316
392734	6000000
1798345	891645
1797833	1554239
1279009	4759956
712357	2444904
1802542	574068
479434	3993764
266265	6000000
1423714	3162622
246273	1250060
1248916	3131544
1768113	3039526
415426	1667163
1264579	3764367
1618510	970220
29303	1916254
1408322	2944241
1704307	915884
1801934	1562227
1462938	1657692
391953	6000000
714315	2281162
1291379	2889325
1504321	523138
911131	1978848
1628278	1404272
1898548	2325688
1278307	5204311
1070130	938041
1802638	777980
401472	2328278
1797302	654207
1224150	4631867
1318628	4020008
1158607	5437454
1802285	770112
537021	1227328
363253	1719014
1801654	839866
1117313	4624159
1918500	2034069
314278	3623681
1802390	749779
866499	3488464
1940240	2776041
1923	6000000
1437523	3604247
1262882	1882175
1392488	4281274
1262937	2624448
1798515	711265
546263	2256647
1797530	1053163
320912	4622542
1280684	3795729
1434121	3130228
1762962	5732010
1797604	1397302
1458469	2804489
993516	6000000
935863	3401613
996166	3768606
1798011	2157194
1051074	1929905
1123314	2103464
1781245	1284027
1499686	3673759
1121904	6000000
293614	1231060
61015	2745675
1046627	3279329
1408830	1006227
1872076	5194263
1797275	3573970
1658108	4578674
160808	3298172
1811659	1191311
1223542	4465464
1805214	2318166
1817740	478164
1033739	3230817
1162282	4239760
1262449	4352101
319652	2038400
1805233	5044779
1122164	2913095
195498	3432101
1263056	3839656
1121457	3710653
552396	3137498
1121385	3574772
1618844	842361
1121416	6000000
136160	4205350
1817722	729379
118163	4986817
180197	3420562
1798262	1370507
1706433	1495432
71657	3779259
1263037	4506006
1896966	2080934
428128	2664035
1776384	4661482
228	3974626
1674830	1623258
1802126	783717
211114	6000000
1801763	584524
294	6000000
1656906	1244436
1811656	1207303
1248760	3616216
1262826	1144379
1707785	6000000
1618803	704490
1618723	1114821
1472418	2921973
1618755	555791
1896212	3921019
1196095	6000000
1802411	898202
1798376	1330369
1406866	3453172
1054944	951018
1074488	3191479
1247514	3988191
1674916	1522865
1798287	1457137
1740090	4895269
1802034	875819
1423805	2749197
1114963	5313474
1777491	4696291
1618924	803977
1618658	745743
244292	6000000
1122986	3314235
1389006	4049808
1129895	6000000
1121880	3885737
1798285	1431043
1805094	1541694
1042378	4649474
1635291	894916
1802307	902586
1727663	1480846
1811635	3051950
422296	3713661
446470	6000000
1125863	4236551
1618537	1065608
1797401	3960939
1802297	790353
1736426	3406696
1262734	1763820
1632867	4583097
1423744	1289346
1502724	4202858
347834	6000000
1801737	511728
1655589	1159044
296591	5898676
1811565	926852
1121091	4171218
1223536	4207734
2754	2741240
947828	2524513
1203602	1665560
323259	3544738
240016	6000000
1896984	2813909
1050201	2052877
1237085	2833868
1751427	4804721
997353	3127600
1671633	1207846
1798491	828497
458234	1890909
1150461	3158347
1122174	2316529
439386	2702058
456320	1936387
1353530	3000969
765114	2503840
1305737	3800660
939745	1020980
399549	2191517
1121899	2880663
862515	2559358
1121406	3627185
1121912	4430943
1121118	1922095
272633	1358633
1120996	5217774
1349789	2629984
1130334	1075074
1163745	1847790
1471202	3804553
1618542	864377
1028566	2176362
1227739	5252070
335283	2781824
1729459	2006211
1134406	4338330
293826	4929566
1802569	1976881
1320556	5542402
1801962	2342246
1580539	6000000
1049789	4395904
1671640	1811268
1797269	2042275
413404	1160782
1802506	1077170
52133	6000000
1802345	862668
355276	3931782
1121353	5813789
1462526	4353177
169760	5658798
1123508	6000000
1412873	2392686
1380390	6000000
1618561	854205
1300350	6000000
1123229	5245321
1803434	2866932
1797629	1599959
763034	4330716
1226285	6000000
562743	3836603
399739	5072807
1380380	3405955
1618422	1165062
480	6000000
77608	4532748
1197906	5334146
1408441	2475170
1798333	853445
634503	3812301
1227555	1993257
1655633	994061
1123384	2165416
1828554	1877201
1380347	4705879
1798337	916096
1208321	3833369
1862672	2254642
317619	5646343
1618697	970462
1618344	1117134
1370125	6000000
1618416	788285
1619099	615433
1797619	1480800
1897029	1402823
1382306	5607959
1797639	2040649
1122180	3188840
1802492	982917
1802093	1216931
1855397	4154516
455632	6000000
1821776	757774
1797621	874462
1304888	2971658
1736524	5690728
189918	6000000
29385	2419582
126156	3607666
419940	3480311
1231339	3105087
1798018	4540244
1123058	2436793
1797798	989227
142588	2821134
930	6000000
1618954	786985
1380389	2785891
948	2864484
76853	3991226
1123248	6000000
1009425	957144
582692	6000000
1802500	772714
1801705	2608363
230361	2543538
257313	4086189
1161401	3323095
1797670	2496606
1306407	3250767
633149	3445263
1802314	968467
1844	5761811
519442	3116795
1736674	3994770
86106	1615277
307643	2920709
1122214	5643744
220668	3348624
1803466	6000000
33966	1854727
1618919	679157
1150298	3878672
1618410	628644
1218173	4370295
1339253	4445493
1919273	1778734
1802723	759654
1797322	4866559
1292025	956973
1116391	6000000
1641393	1882878
334390	2098685
1094502	2024128
1713725	1280797
1208313	4713213
